PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
1098.0,971.0,9.8,145.0
1061.0,887.0,7.7,110.0
1289.0,1158.0,15.3,184.0
1442.0,1337.0,21.5,243.0
1479.0,1343.0,21.7,259.0
1266.0,1138.0,14.6,205.0
1149.0,952.0,9.3,144.0
1168.0,954.0,9.4,152.0
1079.0,847.0,6.8,108.0
1047.0,760.0,4.9,64.0
936.0,705.0,3.9,73.0
900.0,635.0,2.7,47.0
839.0,576.0,1.9,180.0
840.0,563.0,1.7,45.0
905.0,670.0,3.3,79.0
1079.0,875.0,7.4,113.0
1417.0,1246.0,18.2,263.0
1529.0,1497.0,27.7,275.0
1397.0,1248.0,18.3,263.0
1214.0,1061.0,12.3,183.0
1109.0,935.0,8.9,147.0
1122.0,993.0,10.4,132.0
1094.0,966.0,9.7,180.0
1164.0,1076.0,12.8,180.0
1188.0,1082.0,12.9,180.0
1098.0,934.0,8.9,180.0
1180.0,1014.0,11.0,180.0
1195.0,1072.0,12.6,180.0
1234.0,1095.0,13.3,180.0
1425.0,1242.0,18.1,180.0
1320.0,1085.0,13.0,180.0
1158.0,892.0,7.8,180.0
1060.0,805.0,5.8,180.0
1036.0,746.0,4.7,180.0
943.0,660.0,3.1,180.0
899.0,591.0,2.1,180.0
889.0,559.0,1.7,180.0
847.0,527.0,1.3,180.0
918.0,625.0,2.6,180.0
1105.0,897.0,7.9,180.0
1491.0,1335.0,21.4,180.0
1508.0,1355.0,22.1,180.0
1489.0,1270.0,19.1,309.0
1451.0,1219.0,17.3,327.0
1454.0,1225.0,17.5,299.0
1392.0,1210.0,17.0,257.0
1351.0,1210.0,17.0,195.0
1418.0,1282.0,19.5,231.0
1303.0,1143.0,14.8,170.0
1292.0,1116.0,14.0,192.0
1560.0,1413.0,24.4,251.0
1765.0,1507.0,28.1,289.0
1875.0,1637.0,33.7,351.0
1746.0,1409.0,24.2,319.0
1607.0,1290.0,19.8,264.0
1277.0,952.0,9.3,144.0
1207.0,868.0,7.3,119.0
1209.0,863.0,7.1,120.0
1189.0,844.0,6.7,96.0
1132.0,810.0,6.0,77.0
974.0,635.0,2.7,180.0
1033.0,686.0,3.6,63.0
1075.0,782.0,5.4,97.0
1242.0,978.0,10.0,180.0
1657.0,1384.0,23.2,352.0
1406.0,1258.0,18.7,279.0
1150.0,973.0,9.9,186.0
1184.0,983.0,10.2,169.0
1223.0,1014.0,11.0,172.0
1196.0,997.0,10.5,127.0
1559.0,1267.0,18.9,230.0
1544.0,1266.0,18.9,280.0
1485.0,1223.0,17.5,242.0
1498.0,1230.0,17.7,250.0
1593.0,1378.0,23.0,309.0
1529.0,1309.0,20.4,270.0
1689.0,1474.0,26.8,323.0
1535.0,1295.0,19.9,307.0
1304.0,1067.0,12.5,224.0
1235.0,963.0,9.6,166.0
1281.0,977.0,10.0,171.0
1167.0,904.0,8.1,169.0
1134.0,863.0,7.1,120.0
1100.0,829.0,6.4,103.0
1057.0,768.0,5.1,180.0
902.0,652.0,3.0,180.0
982.0,724.0,4.2,180.0
997.0,769.0,5.1,180.0
1141.0,902.0,8.1,180.0
1163.0,930.0,8.8,180.0
1107.0,864.0,7.2,180.0
1228.0,949.0,9.2,180.0
1033.0,810.0,6.0,180.0
984.0,763.0,5.0,180.0
1066.0,879.0,7.5,180.0
926.0,707.0,3.9,180.0
979.0,764.0,5.0,180.0
993.0,783.0,5.4,180.0
970.0,763.0,5.0,180.0
997.0,788.0,5.5,180.0
1097.0,892.0,7.8,180.0
1105.0,908.0,8.2,180.0
993.0,777.0,5.3,180.0
1136.0,896.0,7.9,180.0
1297.0,1003.0,10.7,180.0
1110.0,855.0,6.9,180.0
1027.0,827.0,6.3,180.0
1024.0,795.0,5.6,180.0
992.0,783.0,5.4,180.0
929.0,664.0,3.2,180.0
892.0,579.0,1.9,180.0
895.0,609.0,2.3,180.0
915.0,612.0,2.4,180.0
947.0,649.0,2.9,180.0
1032.0,721.0,4.2,180.0
1219.0,849.0,6.8,180.0
1217.0,869.0,7.3,180.0
1097.0,779.0,5.3,180.0
938.0,674.0,3.4,180.0
944.0,677.0,3.4,180.0
1139.0,847.0,6.8,180.0
1163.0,859.0,7.0,180.0
1157.0,885.0,7.7,180.0
1154.0,919.0,8.5,180.0
1342.0,1102.0,13.5,180.0
1178.0,949.0,9.2,180.0
1152.0,926.0,8.7,180.0
1078.0,841.0,6.6,180.0
1167.0,945.0,9.1,180.0
1111.0,890.0,7.8,180.0
988.0,722.0,4.2,180.0
917.0,677.0,3.4,180.0
850.0,562.0,1.7,180.0
885.0,589.0,2.1,180.0
888.0,597.0,2.2,180.0
1101.0,852.0,6.9,180.0
1399.0,1195.0,16.5,180.0
1325.0,1260.0,18.7,180.0
1058.0,921.0,8.5,180.0
990.0,846.0,6.8,180.0
1018.0,879.0,7.5,180.0
1105.0,1010.0,10.9,180.0
1194.0,1097.0,13.4,180.0
1088.0,893.0,7.9,180.0
1084.0,933.0,8.8,180.0
1207.0,1032.0,11.5,180.0
1186.0,1042.0,11.8,180.0
1053.0,911.0,8.3,180.0
1032.0,895.0,7.9,180.0
989.0,846.0,6.7,180.0
930.0,745.0,4.6,180.0
951.0,766.0,5.0,180.0
985.0,780.0,5.3,180.0
937.0,703.0,3.9,180.0
887.0,648.0,2.9,180.0
806.0,544.0,1.5,180.0
771.0,483.0,0.8,180.0
802.0,519.0,1.2,180.0
878.0,644.0,2.9,180.0
1070.0,883.0,7.6,180.0
1430.0,1316.0,20.7,180.0
1565.0,1549.0,29.9,180.0
1365.0,1299.0,20.1,180.0
1348.0,1214.0,17.1,180.0
1311.0,1279.0,19.4,180.0
1302.0,1260.0,18.7,180.0
1250.0,1173.0,15.8,180.0
1083.0,988.0,10.3,180.0
1005.0,894.0,7.9,180.0
1129.0,1107.0,13.7,180.0
1327.0,1289.0,19.7,180.0
1428.0,1437.0,25.3,180.0
1426.0,1400.0,23.9,180.0
1310.0,1313.0,20.6,180.0
1114.0,1059.0,12.3,180.0
991.0,889.0,7.7,180.0
1089.0,940.0,9.0,180.0
911.0,740.0,4.5,180.0
1005.0,802.0,5.8,180.0
863.0,664.0,3.2,180.0
857.0,653.0,3.0,180.0
804.0,585.0,2.0,180.0
871.0,694.0,3.7,180.0
1035.0,929.0,8.7,180.0
1513.0,1480.0,27.0,180.0
1726.0,1776.0,40.3,180.0
1396.0,1296.0,20.0,180.0
1333.0,1212.0,17.1,180.0
1161.0,1016.0,11.0,180.0
1081.0,1000.0,10.6,180.0
1075.0,998.0,10.5,180.0
1055.0,964.0,9.6,180.0
1053.0,953.0,9.3,180.0
1087.0,1075.0,12.7,180.0
1304.0,1291.0,19.8,180.0
1625.0,1608.0,32.5,180.0
1649.0,1633.0,33.6,180.0
1443.0,1455.0,26.0,180.0
1209.0,1193.0,16.4,180.0
1105.0,1000.0,10.6,180.0
1020.0,863.0,7.1,180.0
991.0,828.0,6.4,180.0
937.0,741.0,4.6,180.0
882.0,654.0,3.0,180.0
843.0,597.0,2.2,180.0
819.0,565.0,1.7,180.0
834.0,596.0,2.2,180.0
977.0,800.0,5.7,180.0
1234.0,1109.0,13.8,180.0
1403.0,1340.0,21.6,180.0
1538.0,1458.0,26.1,180.0
1343.0,1299.0,20.1,180.0
1243.0,1162.0,15.4,180.0
1201.0,1102.0,13.6,180.0
1121.0,1020.0,11.1,180.0
1087.0,1055.0,12.2,180.0
1165.0,1225.0,17.5,180.0
1224.0,1270.0,19.1,180.0
1431.0,1482.0,27.1,180.0
1433.0,1510.0,28.3,180.0
1527.0,1664.0,35.0,180.0
1387.0,1361.0,22.4,180.0
1158.0,1100.0,13.5,180.0
1009.0,907.0,8.2,180.0
1026.0,890.0,7.8,180.0
1119.0,979.0,10.0,180.0
1000.0,839.0,6.6,180.0
866.0,675.0,3.4,180.0
848.0,642.0,2.8,180.0
844.0,608.0,2.3,180.0
852.0,646.0,2.9,59.0
923.0,757.0,4.9,72.0
1490.0,1368.0,22.6,244.0
1662.0,1576.0,31.1,351.0
1553.0,1354.0,22.1,358.0
1423.0,1247.0,18.3,245.0
1458.0,1350.0,22.0,240.0
1349.0,1299.0,20.1,179.0
1326.0,1265.0,18.9,160.0
1356.0,1312.0,20.6,174.0
1460.0,1438.0,25.3,260.0
1497.0,1449.0,25.8,281.0
1645.0,1566.0,30.6,284.0
1557.0,1483.0,27.1,250.0
1747.0,1608.0,32.5,281.0
1482.0,1319.0,20.8,230.0
1211.0,1010.0,10.9,98.0
1294.0,1083.0,13.0,121.0
1300.0,1043.0,11.8,110.0
1402.0,1098.0,13.4,161.0
1349.0,1097.0,13.4,148.0
1161.0,938.0,9.0,109.0
1022.0,802.0,5.8,180.0
948.0,700.0,3.8,45.0
933.0,697.0,3.7,71.0
1021.0,800.0,5.7,75.0
1134.0,979.0,10.0,106.0
1311.0,1147.0,15.0,166.0
1409.0,1169.0,15.6,188.0
1301.0,1059.0,12.3,161.0
1354.0,1130.0,14.4,139.0
1391.0,1136.0,14.6,134.0
1200.0,929.0,8.7,84.0
1338.0,1016.0,11.0,98.0
1223.0,938.0,9.0,91.0
1278.0,1003.0,10.7,99.0
1257.0,973.0,9.9,90.0
1497.0,1171.0,15.7,147.0
1567.0,1280.0,19.4,177.0
1503.0,1203.0,16.8,162.0
1169.0,850.0,6.8,88.0
1007.0,650.0,3.0,53.0
1004.0,667.0,3.2,68.0
967.0,661.0,3.1,61.0
984.0,707.0,3.9,71.0
931.0,689.0,3.6,63.0
966.0,737.0,4.5,180.0
777.0,521.0,1.2,23.0
763.0,471.0,0.7,14.0
804.0,505.0,1.1,34.0
830.0,535.0,1.4,42.0
833.0,553.0,1.6,40.0
875.0,603.0,2.3,48.0
882.0,621.0,2.5,61.0
862.0,635.0,2.7,58.0
863.0,636.0,2.7,57.0
830.0,596.0,2.2,54.0
807.0,584.0,2.0,41.0
873.0,675.0,3.4,57.0
931.0,739.0,4.5,83.0
918.0,748.0,4.7,81.0
1001.0,811.0,6.0,98.0
1169.0,1039.0,11.7,124.0
1085.0,907.0,8.2,133.0
940.0,769.0,5.1,100.0
1126.0,1083.0,13.0,116.0
978.0,858.0,7.0,102.0
893.0,703.0,3.9,55.0
838.0,601.0,2.2,33.0
803.0,527.0,1.3,17.0
775.0,477.0,0.8,180.0
767.0,454.0,0.6,10.0
809.0,521.0,1.2,35.0
898.0,676.0,3.4,70.0
1053.0,880.0,7.5,116.0
1033.0,934.0,8.9,134.0
941.0,780.0,5.3,113.0
941.0,782.0,5.4,110.0
917.0,772.0,5.2,98.0
977.0,837.0,6.6,96.0
994.0,851.0,6.9,95.0
942.0,785.0,5.4,86.0
981.0,810.0,6.0,86.0
984.0,832.0,6.4,91.0
1116.0,1003.0,10.7,119.0
1181.0,1114.0,13.9,147.0
1163.0,1068.0,12.5,135.0
1081.0,950.0,9.3,124.0
1017.0,842.0,6.7,89.0
966.0,778.0,5.3,79.0
924.0,709.0,4.0,63.0
861.0,601.0,2.2,39.0
826.0,560.0,1.7,25.0
846.0,557.0,1.6,19.0
842.0,545.0,1.5,180.0
909.0,617.0,2.5,34.0
930.0,670.0,3.3,58.0
1120.0,935.0,8.9,112.0
1518.0,1389.0,23.4,314.0
1461.0,1398.0,23.8,240.0
1075.0,896.0,7.9,128.0
1061.0,908.0,8.2,141.0
1066.0,931.0,8.8,118.0
1179.0,1137.0,14.6,132.0
1251.0,1238.0,18.0,150.0
1120.0,1048.0,12.0,121.0
1187.0,1142.0,14.8,149.0
1145.0,1066.0,12.5,120.0
1215.0,1164.0,15.5,155.0
1317.0,1231.0,17.7,172.0
1388.0,1341.0,21.6,177.0
1295.0,1266.0,18.9,181.0
1153.0,1066.0,12.5,135.0
1078.0,932.0,8.8,99.0
1133.0,1012.0,10.9,111.0
1055.0,899.0,8.0,72.0
953.0,735.0,4.4,54.0
892.0,639.0,2.8,41.0
895.0,632.0,2.7,180.0
859.0,602.0,2.2,24.0
856.0,619.0,2.5,29.0
1030.0,880.0,7.5,76.0
1689.0,1560.0,30.4,321.0
1486.0,1351.0,22.0,274.0
1592.0,1423.0,24.7,322.0
1469.0,1252.0,18.4,255.0
1364.0,1205.0,16.8,196.0
1285.0,1123.0,14.2,136.0
1311.0,1170.0,15.7,119.0
1416.0,1348.0,21.9,169.0
1387.0,1318.0,20.8,197.0
1329.0,1185.0,16.2,140.0
1496.0,1292.0,19.8,178.0
1676.0,1525.0,28.9,223.0
1724.0,1510.0,28.3,222.0
1642.0,1426.0,24.9,265.0
1267.0,1088.0,13.1,151.0
1146.0,923.0,8.6,79.0
1216.0,960.0,9.5,87.0
1128.0,891.0,7.8,88.0
1042.0,772.0,5.2,51.0
926.0,639.0,2.8,34.0
898.0,608.0,2.3,180.0
889.0,617.0,2.5,31.0
959.0,734.0,4.4,76.0
1097.0,956.0,9.4,139.0
1674.0,1547.0,29.8,293.0
1771.0,1690.0,36.2,368.0
1408.0,1241.0,18.0,250.0
1156.0,1009.0,10.9,145.0
1042.0,941.0,9.0,110.0
1167.0,1128.0,14.4,104.0
1398.0,1360.0,22.3,205.0
1458.0,1321.0,20.9,201.0
1554.0,1379.0,23.1,266.0
1495.0,1331.0,21.2,246.0
1560.0,1424.0,24.8,247.0
1664.0,1519.0,28.6,271.0
1761.0,1610.0,32.6,332.0
1524.0,1275.0,19.2,245.0
1398.0,1189.0,16.3,180.0
1342.0,1106.0,13.7,156.0
1433.0,1104.0,13.6,172.0
1297.0,1019.0,11.1,137.0
1179.0,884.0,7.6,91.0
1097.0,809.0,5.9,80.0
1054.0,761.0,5.0,180.0
1017.0,711.0,4.0,46.0
1005.0,738.0,4.5,68.0
1206.0,949.0,9.3,162.0
1458.0,1249.0,18.3,213.0
1405.0,1295.0,19.9,161.0
1381.0,1199.0,16.6,209.0
1315.0,1072.0,12.6,191.0
1332.0,1082.0,12.9,215.0
1362.0,1145.0,14.9,212.0
1399.0,1222.0,17.4,202.0
1310.0,1160.0,15.4,153.0
1399.0,1201.0,16.7,185.0
1524.0,1239.0,18.0,210.0
1487.0,1274.0,19.2,215.0
1480.0,1324.0,21.0,215.0
1626.0,1476.0,26.9,281.0
1449.0,1282.0,19.5,254.0
1363.0,1152.0,15.1,189.0
1371.0,1136.0,14.6,174.0
1406.0,1107.0,13.7,167.0
1425.0,1155.0,15.2,185.0
1179.0,951.0,9.3,129.0
1047.0,833.0,6.5,85.0
1009.0,825.0,6.3,180.0
882.0,685.0,3.5,35.0
858.0,624.0,2.6,24.0
875.0,659.0,3.1,30.0
1012.0,833.0,6.5,75.0
1049.0,836.0,6.5,79.0
1131.0,932.0,8.8,104.0
1120.0,931.0,8.8,118.0
1117.0,946.0,9.2,105.0
1110.0,948.0,9.2,101.0
962.0,816.0,6.1,65.0
963.0,835.0,6.5,59.0
1050.0,948.0,9.2,80.0
1053.0,911.0,8.3,98.0
1045.0,910.0,8.3,89.0
1124.0,1013.0,11.0,114.0
1330.0,1140.0,14.7,195.0
1171.0,1006.0,10.8,156.0
1085.0,954.0,9.4,109.0
1358.0,1144.0,14.8,184.0
1385.0,1094.0,13.3,190.0
1167.0,914.0,8.4,105.0
1072.0,894.0,7.9,76.0
938.0,789.0,5.5,38.0
1000.0,838.0,6.6,180.0
854.0,670.0,3.3,26.0
815.0,628.0,2.6,33.0
866.0,689.0,3.6,57.0
911.0,751.0,4.8,48.0
988.0,806.0,5.9,87.0
1046.0,851.0,6.9,94.0
1085.0,918.0,8.5,89.0
1008.0,816.0,6.1,78.0
1004.0,821.0,6.2,72.0
948.0,754.0,4.8,64.0
1026.0,847.0,6.8,70.0
1047.0,859.0,7.0,92.0
1018.0,790.0,5.5,69.0
1160.0,957.0,9.5,131.0
1269.0,1047.0,11.9,144.0
1394.0,1111.0,13.8,209.0
1292.0,1003.0,10.7,170.0
1212.0,966.0,9.7,152.0
1137.0,985.0,10.2,171.0
1080.0,910.0,8.3,153.0
1031.0,861.0,7.1,97.0
917.0,654.0,3.0,37.0
888.0,598.0,2.2,26.0
872.0,564.0,1.7,180.0
876.0,547.0,1.5,25.0
964.0,697.0,3.7,61.0
1147.0,906.0,8.2,152.0
1493.0,1328.0,21.1,283.0
1597.0,1466.0,26.5,320.0
1483.0,1222.0,17.4,318.0
1222.0,1080.0,12.9,201.0
1060.0,1010.0,10.9,135.0
1048.0,1013.0,11.0,127.0
1051.0,1008.0,10.8,102.0
998.0,977.0,10.0,74.0
1058.0,1023.0,11.2,81.0
1203.0,1204.0,16.8,129.0
1491.0,1392.0,23.6,190.0
1467.0,1385.0,23.3,192.0
1407.0,1279.0,19.4,163.0
1324.0,1086.0,13.1,149.0
1214.0,970.0,9.8,119.0
1016.0,780.0,5.3,61.0
1135.0,842.0,6.7,84.0
1065.0,789.0,5.5,79.0
999.0,692.0,3.7,58.0
911.0,599.0,2.2,32.0
873.0,545.0,1.5,180.0
881.0,546.0,1.5,21.0
967.0,646.0,2.9,49.0
1280.0,976.0,9.9,180.0
1564.0,1379.0,23.0,302.0
1505.0,1358.0,22.3,258.0
1309.0,1186.0,16.2,192.0
1035.0,895.0,7.9,84.0
1148.0,1062.0,12.4,128.0
1152.0,1104.0,13.6,145.0
1131.0,1059.0,12.3,132.0
1142.0,1053.0,12.1,136.0
1197.0,1082.0,12.9,140.0
960.0,828.0,6.3,55.0
1077.0,1001.0,10.6,67.0
1377.0,1313.0,20.6,191.0
1405.0,1353.0,22.1,227.0
1484.0,1319.0,20.8,264.0
1187.0,1042.0,11.8,196.0
870.0,729.0,4.3,43.0
932.0,765.0,5.0,58.0
830.0,608.0,2.3,33.0
778.0,534.0,1.4,14.0
820.0,541.0,1.5,18.0
842.0,565.0,1.8,180.0
867.0,589.0,2.1,28.0
927.0,682.0,3.5,56.0
1060.0,851.0,6.9,108.0
1440.0,1271.0,19.1,251.0
1449.0,1350.0,22.0,180.0
1384.0,1265.0,18.9,255.0
1172.0,1085.0,13.0,214.0
1143.0,1083.0,13.0,190.0
1167.0,1134.0,14.5,182.0
1303.0,1288.0,19.7,202.0
1264.0,1279.0,19.4,224.0
1242.0,1193.0,16.4,221.0
1070.0,1022.0,11.2,126.0
981.0,978.0,10.0,79.0
1198.0,1136.0,14.6,137.0
1000.0,918.0,8.5,68.0
1110.0,949.0,9.2,96.0
1023.0,854.0,6.9,111.0
861.0,695.0,3.7,56.0
969.0,760.0,4.9,81.0
898.0,741.0,4.6,79.0
835.0,674.0,3.4,46.0
766.0,523.0,1.2,19.0
743.0,502.0,1.0,180.0
758.0,517.0,1.2,15.0
804.0,604.0,2.3,48.0
948.0,817.0,6.1,128.0
1204.0,1205.0,16.8,193.0
1231.0,1304.0,20.3,203.0
1176.0,1191.0,16.4,220.0
1043.0,1066.0,12.5,161.0
992.0,970.0,9.8,135.0
885.0,772.0,5.2,57.0
991.0,937.0,8.9,91.0
1182.0,1119.0,14.1,219.0
1191.0,1074.0,12.7,239.0
1272.0,1136.0,14.6,209.0
1138.0,1063.0,12.4,169.0
1008.0,954.0,9.4,92.0
1075.0,1015.0,11.0,107.0
1034.0,935.0,8.9,122.0
934.0,841.0,6.6,100.0
883.0,705.0,3.9,51.0
1021.0,871.0,7.3,93.0
1059.0,907.0,8.2,145.0
1023.0,878.0,7.5,106.0
855.0,669.0,3.3,46.0
826.0,616.0,2.4,180.0
831.0,602.0,2.2,32.0
817.0,639.0,2.8,51.0
972.0,880.0,7.5,89.0
1200.0,1290.0,19.8,214.0
1234.0,1355.0,22.1,196.0
1164.0,1148.0,15.0,224.0
976.0,952.0,9.3,174.0
844.0,825.0,6.3,90.0
851.0,906.0,8.2,89.0
926.0,1010.0,10.9,132.0
890.0,950.0,9.3,114.0
921.0,914.0,8.4,107.0
1052.0,956.0,9.4,140.0
1247.0,1238.0,17.9,187.0
1205.0,1222.0,17.4,222.0
1016.0,995.0,10.5,117.0
984.0,879.0,7.5,89.0
1041.0,898.0,8.0,130.0
1027.0,887.0,7.7,133.0
1025.0,869.0,7.3,144.0
984.0,829.0,6.4,99.0
969.0,791.0,5.6,102.0
758.0,546.0,1.5,27.0
767.0,547.0,1.5,180.0
772.0,518.0,1.2,180.0
831.0,557.0,1.6,180.0
871.0,628.0,2.6,180.0
995.0,808.0,5.9,180.0
1093.0,918.0,8.5,180.0
1079.0,885.0,7.7,180.0
1084.0,852.0,6.9,180.0
1204.0,982.0,10.1,180.0
1213.0,1018.0,11.1,180.0
1124.0,949.0,9.2,180.0
945.0,726.0,4.3,180.0
964.0,833.0,6.5,180.0
903.0,786.0,5.4,180.0
918.0,863.0,7.1,180.0
1028.0,961.0,9.5,180.0
1175.0,1209.0,17.0,180.0
1215.0,1161.0,15.4,180.0
1072.0,976.0,9.9,180.0
1070.0,952.0,9.3,180.0
1021.0,853.0,6.9,180.0
1063.0,859.0,7.1,180.0
1068.0,938.0,9.0,180.0
993.0,913.0,8.3,180.0
1034.0,928.0,8.7,180.0
1025.0,914.0,8.4,180.0
1036.0,902.0,8.1,180.0
924.0,774.0,5.2,180.0
922.0,737.0,4.5,180.0
830.0,625.0,2.6,180.0
947.0,752.0,4.8,180.0
977.0,737.0,4.5,180.0
1025.0,761.0,4.9,180.0
1040.0,804.0,5.8,180.0
1013.0,718.0,4.1,180.0
1035.0,755.0,4.8,180.0
1086.0,859.0,7.0,180.0
967.0,753.0,4.8,180.0
968.0,785.0,5.4,180.0
1004.0,827.0,6.3,180.0
1132.0,981.0,10.1,180.0
1121.0,985.0,10.2,180.0
1068.0,917.0,8.4,180.0
1123.0,937.0,8.9,180.0
1101.0,933.0,8.8,180.0
997.0,835.0,6.5,180.0
875.0,654.0,3.0,180.0
815.0,569.0,1.8,180.0
803.0,531.0,1.3,180.0
829.0,570.0,1.8,180.0
867.0,625.0,2.6,180.0
1118.0,970.0,9.8,180.0
1632.0,1587.0,31.5,180.0
1598.0,1668.0,35.2,180.0
1378.0,1303.0,20.2,257.0
1132.0,1096.0,13.4,178.0
1108.0,1040.0,11.7,145.0
1131.0,1097.0,13.4,137.0
1105.0,1080.0,12.9,139.0
1120.0,1096.0,13.4,130.0
1100.0,1108.0,13.7,148.0
1098.0,1124.0,14.2,120.0
1137.0,1234.0,17.8,132.0
1267.0,1352.0,22.0,188.0
1319.0,1413.0,24.4,204.0
1160.0,1189.0,16.3,167.0
1084.0,1063.0,12.4,128.0
1025.0,963.0,9.6,106.0
953.0,830.0,6.4,88.0
959.0,812.0,6.0,77.0
834.0,637.0,2.8,36.0
787.0,549.0,1.6,28.0
799.0,555.0,1.6,180.0
807.0,571.0,1.8,46.0
866.0,686.0,3.6,55.0
1035.0,917.0,8.4,135.0
1469.0,1491.0,27.5,327.0
1553.0,1575.0,31.0,383.0
1513.0,1455.0,26.0,366.0
1395.0,1368.0,22.6,322.0
1209.0,1248.0,18.3,188.0
1142.0,1115.0,13.9,144.0
1140.0,1129.0,14.4,132.0
1105.0,1035.0,11.6,117.0
1131.0,1058.0,12.2,121.0
1162.0,1064.0,12.4,124.0
1336.0,1326.0,21.1,188.0
1533.0,1549.0,29.9,226.0
1650.0,1649.0,34.3,266.0
1535.0,1458.0,26.1,269.0
1382.0,1243.0,18.1,183.0
1335.0,1122.0,14.2,167.0
1267.0,1064.0,12.4,138.0
1122.0,926.0,8.7,105.0
986.0,771.0,5.2,54.0
966.0,744.0,4.6,58.0
919.0,661.0,3.1,180.0
872.0,632.0,2.7,37.0
967.0,749.0,4.7,84.0
1152.0,964.0,9.6,134.0
1500.0,1393.0,23.6,279.0
1754.0,1716.0,37.4,333.0
1558.0,1469.0,26.6,336.0
1446.0,1350.0,22.0,280.0
1349.0,1236.0,17.9,275.0
1452.0,1371.0,22.7,207.0
1676.0,1534.0,29.3,305.0
1327.0,1139.0,14.7,236.0
1248.0,1072.0,12.6,183.0
1250.0,1074.0,12.7,162.0
1222.0,1084.0,13.0,157.0
1159.0,1097.0,13.4,136.0
1192.0,1143.0,14.8,166.0
1074.0,954.0,9.4,136.0
984.0,851.0,6.9,112.0
970.0,773.0,5.2,87.0
987.0,800.0,5.7,86.0
1003.0,836.0,6.5,98.0
933.0,747.0,4.7,62.0
859.0,620.0,2.5,32.0
815.0,538.0,1.4,180.0
792.0,501.0,1.0,21.0
835.0,560.0,1.7,41.0
975.0,736.0,4.5,86.0
1133.0,957.0,9.4,174.0
1347.0,1237.0,17.9,264.0
1122.0,1000.0,10.6,211.0
1152.0,1014.0,11.0,208.0
1020.0,866.0,7.2,139.0
1066.0,927.0,8.7,138.0
1105.0,1016.0,11.1,142.0
1056.0,894.0,7.9,131.0
1084.0,970.0,9.8,132.0
1288.0,1191.0,16.4,178.0
1390.0,1368.0,22.6,228.0
1374.0,1303.0,20.2,232.0
1378.0,1342.0,21.7,204.0
1428.0,1329.0,21.2,250.0
1336.0,1176.0,15.9,208.0
1234.0,1049.0,12.0,158.0
1300.0,1221.0,17.4,197.0
1246.0,1150.0,15.0,152.0
1141.0,1017.0,11.1,112.0
1014.0,853.0,6.9,75.0
938.0,769.0,5.1,180.0
988.0,814.0,6.1,74.0
983.0,833.0,6.5,116.0
1033.0,917.0,8.4,118.0
1388.0,1372.0,22.8,272.0
1512.0,1530.0,29.1,180.0
1148.0,1104.0,13.6,258.0
1095.0,1019.0,11.1,186.0
987.0,979.0,10.0,130.0
984.0,998.0,10.5,134.0
1072.0,1084.0,13.0,148.0
1048.0,1068.0,12.5,147.0
1042.0,1029.0,11.4,123.0
1113.0,1086.0,13.1,138.0
1146.0,1145.0,14.9,162.0
1239.0,1272.0,19.1,214.0
1302.0,1346.0,21.8,230.0
1181.0,1183.0,16.1,191.0
1068.0,1037.0,11.6,128.0
1135.0,1065.0,12.4,138.0
1121.0,992.0,10.4,126.0
1131.0,965.0,9.7,107.0
947.0,798.0,5.7,67.0
935.0,786.0,5.4,55.0
941.0,792.0,5.6,180.0
867.0,734.0,4.4,48.0
839.0,638.0,2.8,33.0
873.0,704.0,3.9,41.0
1065.0,942.0,9.1,106.0
1187.0,1104.0,13.6,208.0
1249.0,1174.0,15.8,193.0
1157.0,1072.0,12.7,191.0
988.0,924.0,8.6,113.0
1025.0,955.0,9.4,111.0
997.0,947.0,9.2,106.0
916.0,829.0,6.4,82.0
965.0,910.0,8.3,79.0
985.0,903.0,8.1,90.0
1026.0,920.0,8.5,104.0
1125.0,1016.0,11.0,148.0
1159.0,1054.0,12.1,158.0
1284.0,1149.0,15.0,234.0
1101.0,986.0,10.2,163.0
1101.0,972.0,9.9,95.0
1183.0,1049.0,12.0,146.0
1132.0,996.0,10.5,102.0
998.0,859.0,7.1,90.0
911.0,743.0,4.6,41.0
875.0,721.0,4.2,180.0
808.0,630.0,2.6,30.0
792.0,599.0,2.2,32.0
822.0,581.0,2.0,34.0
918.0,721.0,4.2,57.0
975.0,774.0,5.2,73.0
1047.0,908.0,8.2,119.0
1053.0,970.0,9.8,138.0
1017.0,897.0,7.9,96.0
1021.0,889.0,7.7,80.0
941.0,753.0,4.8,45.0
991.0,776.0,5.3,45.0
1117.0,862.0,7.1,54.0
1217.0,947.0,9.2,66.0
1248.0,982.0,10.1,95.0
1242.0,973.0,9.9,99.0
1403.0,1151.0,15.1,147.0
1238.0,999.0,10.6,129.0
1093.0,858.0,7.0,96.0
1034.0,805.0,5.9,92.0
934.0,795.0,5.6,88.0
913.0,785.0,5.4,89.0
835.0,691.0,3.7,52.0
773.0,568.0,1.8,25.0
771.0,533.0,1.4,180.0
805.0,534.0,1.4,28.0
930.0,684.0,3.5,65.0
1009.0,859.0,7.0,132.0
1196.0,1131.0,14.4,216.0
1010.0,937.0,8.9,180.0
990.0,924.0,8.6,140.0
988.0,918.0,8.5,141.0
979.0,910.0,8.3,123.0
1029.0,983.0,10.1,129.0
984.0,945.0,9.1,115.0
985.0,919.0,8.5,104.0
981.0,886.0,7.7,129.0
